"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 03 20:28:49 GMT 2025","Tue Jun 03 20:28:49 GMT 2025","737","Funcionalidade: Autenticação","","","","","04 Cenário: Login com username vazio",""
"passed","Tue Jun 03 20:28:23 GMT 2025","Tue Jun 03 20:28:24 GMT 2025","1689","Funcionalidade: Home","","","","","06 Cenário: Fluxo de compra com nom de usuario em branco",""
"passed","Tue Jun 03 20:28:27 GMT 2025","Tue Jun 03 20:28:29 GMT 2025","1730","Funcionalidade: Home","","","","","08 Cenário: Fluxo de compra com CEP em branco",""
"passed","Tue Jun 03 20:28:50 GMT 2025","Tue Jun 03 20:28:50 GMT 2025","721","Funcionalidade: Autenticação","","","","","05 Cenário: Login com password vazio",""
"passed","Tue Jun 03 20:28:43 GMT 2025","Tue Jun 03 20:28:45 GMT 2025","1496","Funcionalidade: Autenticação","","","","","01 Cenário: Login com sucesso",""
"passed","Tue Jun 03 20:28:21 GMT 2025","Tue Jun 03 20:28:22 GMT 2025","1162","Funcionalidade: Home","","","","","05 Cenário: Adicionar Produto ao Carrinho e Continuar Comprando",""
"passed","Tue Jun 03 20:28:32 GMT 2025","Tue Jun 03 20:28:34 GMT 2025","1926","Funcionalidade: Home","","","","","10 Cenário: Realiza a compra e volta para a Home",""
"passed","Tue Jun 03 20:28:35 GMT 2025","Tue Jun 03 20:28:37 GMT 2025","1820","Funcionalidade: Home","","","","","11 Cenário: Realizar compra um dispositio mobile",""
"passed","Tue Jun 03 20:28:17 GMT 2025","Tue Jun 03 20:28:18 GMT 2025","1140","Funcionalidade: Home","","","","","03 Cenário: Remover Produto do Carrinho",""
"passed","Tue Jun 03 20:28:51 GMT 2025","Tue Jun 03 20:28:51 GMT 2025","538","Funcionalidade: Autenticação","","","","","06 Cenário: Login com formulário vazio",""
"passed","Tue Jun 03 20:28:52 GMT 2025","Tue Jun 03 20:28:53 GMT 2025","892","Funcionalidade: Autenticação","","","","","07 Cenário: Login com usuario bloqueado",""
"passed","Tue Jun 03 20:28:16 GMT 2025","Tue Jun 03 20:28:17 GMT 2025","1168","Funcionalidade: Home","","","","","02 Cenário: Adicionar Produto ao Carrinho",""
"passed","Tue Jun 03 20:28:53 GMT 2025","Tue Jun 03 20:28:54 GMT 2025","1438","Funcionalidade: Autenticação","","","","","08 Cenário: Logout do Usuário",""
"passed","Tue Jun 03 20:28:19 GMT 2025","Tue Jun 03 20:28:21 GMT 2025","1858","Funcionalidade: Home","","","","","04 Cenário: Fluxo de Finalização de Compra",""
"passed","Tue Jun 03 20:28:37 GMT 2025","Tue Jun 03 20:28:39 GMT 2025","1875","Funcionalidade: Home","","","","","12 Cenário: Realizar compra com dispositivos do tipo tablet",""
"passed","Tue Jun 03 20:28:25 GMT 2025","Tue Jun 03 20:28:27 GMT 2025","1652","Funcionalidade: Home","","","","","07 Cenário: Fluxo de compra com ultimo nome em branco",""
"passed","Tue Jun 03 20:28:30 GMT 2025","Tue Jun 03 20:28:31 GMT 2025","1847","Funcionalidade: Home","","","","","09 Cenário: Fluxo de cancelamento de compra",""
"passed","Tue Jun 03 20:28:46 GMT 2025","Tue Jun 03 20:28:47 GMT 2025","959","Funcionalidade: Autenticação","","","","","02 Cenário: Login com username inválido",""
"passed","Tue Jun 03 20:28:12 GMT 2025","Tue Jun 03 20:28:15 GMT 2025","3231","Funcionalidade: Home","","","","","01 Cenário: Visualiza lista de produtos após login",""
"passed","Tue Jun 03 20:28:47 GMT 2025","Tue Jun 03 20:28:48 GMT 2025","897","Funcionalidade: Autenticação","","","","","03 Cenário: Login com password inválido",""
