"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 02 12:42:13 GMT 2025","Thu Jan 02 12:42:14 GMT 2025","802","Funcionalidade: Autenticação","","","","","04 Cenário: Login com username vazio",""
"passed","Thu Jan 02 12:42:18 GMT 2025","Thu Jan 02 12:42:20 GMT 2025","1548","Funcionalidade: Autenticação","","","","","08 Cenário: Logout do Usuário",""
"passed","Thu Jan 02 12:42:14 GMT 2025","Thu Jan 02 12:42:15 GMT 2025","725","Funcionalidade: Autenticação","","","","","05 Cenário: Login com password vazio",""
"passed","Thu Jan 02 12:41:44 GMT 2025","Thu Jan 02 12:41:46 GMT 2025","1878","Funcionalidade: Home","","","","","04 Cenário: Fluxo de Finalização de Compra",""
"passed","Thu Jan 02 12:42:17 GMT 2025","Thu Jan 02 12:42:18 GMT 2025","990","Funcionalidade: Autenticação","","","","","07 Cenário: Login com usuario bloqueado",""
"passed","Thu Jan 02 12:41:58 GMT 2025","Thu Jan 02 12:42:00 GMT 2025","2038","Funcionalidade: Home","","","","","10 Cenário: Realiza a compra e volta para a Home",""
"passed","Thu Jan 02 12:42:12 GMT 2025","Thu Jan 02 12:42:13 GMT 2025","959","Funcionalidade: Autenticação","","","","","03 Cenário: Login com password inválido",""
"passed","Thu Jan 02 12:41:55 GMT 2025","Thu Jan 02 12:41:58 GMT 2025","2265","Funcionalidade: Home","","","","","09 Cenário: Fluxo de cancelamento de compra",""
"passed","Thu Jan 02 12:41:42 GMT 2025","Thu Jan 02 12:41:43 GMT 2025","1222","Funcionalidade: Home","","","","","03 Cenário: Remover Produto do Carrinho",""
"passed","Thu Jan 02 12:41:46 GMT 2025","Thu Jan 02 12:41:47 GMT 2025","1163","Funcionalidade: Home","","","","","05 Cenário: Adicionar Produto ao Carrinho e Continuar Comprando",""
"passed","Thu Jan 02 12:42:10 GMT 2025","Thu Jan 02 12:42:11 GMT 2025","1123","Funcionalidade: Autenticação","","","","","02 Cenário: Login com username inválido",""
"passed","Thu Jan 02 12:42:07 GMT 2025","Thu Jan 02 12:42:09 GMT 2025","1837","Funcionalidade: Autenticação","","","","","01 Cenário: Login com sucesso",""
"passed","Thu Jan 02 12:42:02 GMT 2025","Thu Jan 02 12:42:04 GMT 2025","2064","Funcionalidade: Home","","","","","11 Cenário: Realizar compra um dispositio mobile",""
"passed","Thu Jan 02 12:41:50 GMT 2025","Thu Jan 02 12:41:52 GMT 2025","1789","Funcionalidade: Home","","","","","07 Cenário: Fluxo de compra com ultimo nome em branco",""
"passed","Thu Jan 02 12:41:36 GMT 2025","Thu Jan 02 12:41:39 GMT 2025","3819","Funcionalidade: Home","","","","","01 Cenário: Visualiza lista de produtos após login",""
"passed","Thu Jan 02 12:41:53 GMT 2025","Thu Jan 02 12:41:55 GMT 2025","1765","Funcionalidade: Home","","","","","08 Cenário: Fluxo de compra com CEP em branco",""
"passed","Thu Jan 02 12:42:16 GMT 2025","Thu Jan 02 12:42:16 GMT 2025","611","Funcionalidade: Autenticação","","","","","06 Cenário: Login com formulário vazio",""
"passed","Thu Jan 02 12:42:04 GMT 2025","Thu Jan 02 12:42:06 GMT 2025","2167","Funcionalidade: Home","","","","","12 Cenário: Realizar compra com dispositivos do tipo tablet",""
"passed","Thu Jan 02 12:41:40 GMT 2025","Thu Jan 02 12:41:42 GMT 2025","1230","Funcionalidade: Home","","","","","02 Cenário: Adicionar Produto ao Carrinho",""
"passed","Thu Jan 02 12:41:48 GMT 2025","Thu Jan 02 12:41:50 GMT 2025","1863","Funcionalidade: Home","","","","","06 Cenário: Fluxo de compra com nom de usuario em branco",""
